0.377044 0.398296 0.421382
61.2 94.35 86.95
66.6019 60.0693 76.7043
0.512314 0.541541 0.543581
0.326286 0.426533 0.380549
127.85 125.2 63.8
77.2712 69.8111 77.9477
0.518244 0.550593 0.540838
0.310054 0.380091 0.424962
86.5 83.9 71.3
78.5624 86.888 90.7575
0.411236 0.417807 0.402538
0.276152 0.265222 0.349041
109.1 87.7 87.3
84.7088 80.5738 83.3608
0.414383 0.414195 0.403104
0.268457 0.309422 0.361918
92.15 101.55 72.8
82.5325 85.0554 94.6126
0.403915 0.398248 0.400526
0.283779 0.263668 0.315087
99.3 54.3 73.65
85.2803 84.6099 82.4641
0.397959 0.403116 0.400516
0.235405 0.279292 0.344666
96 92.75 64.6
83.5067 90.028 96.3602
0.330518 0.32955 0.328836
0.246621 0.248914 0.297582
98.85 74.3 82.3
90.6167 82.877 85.0377
0.32713 0.328622 0.328821
0.255308 0.233315 0.329053
104.75 65.7 85.85
82.7532 94.6949 93.9186
0.286573 0.285594 0.286395
0.255828 0.223438 0.300775
97.05 86.6 97.1
90.4938 87.2366 84.4641
0.285631 0.286986 0.286422
0.241829 0.247719 0.311372
